,id,nummer,konklusion,vedtaget,kommentar,mødeid,typeid,sagstrinid,opdateringsdato,møde_titel,møde_status,møde_type,møde_periode_startdato,møde_periode_slutdato,møde_periode_type,type,sagstrin_titel,sagstrin_status,sagstrin_type,sagstrin_sag_type,sagstrin_sag_kategori,sagstrin_sag_status,sagstrin_sag_titel,sagstrin_sag_titelkort,sagstrin_periode_start,sagstrin_periode_slut,sagstrin_periode_type,merged,year
7113,7188,28,"Forslaget blev forkastet. For stemte 21 (SF, EL, ALT og NB), imod stemte 90 (S, V, DF, RV, KF og LA), hverken for eller imod stemte 0.",False,,9632,4,204015.0,2019-11-19T15:53:40.923,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Direkte til 3. beh.,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).",Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 21 (SF, EL, ALT og NB), imod stemte 90 (S, V, DF, RV, KF og LA), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).,Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.",2019
7114,7189,29,"Forslaget blev forkastet. For stemte 21 (SF, EL, ALT og NB), imod stemte 89 (S, V, DF, RV, KF og LA), hverken for eller imod stemte 0.",False,,9632,4,204015.0,2019-11-19T15:53:41.177,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Ændringsforslag,2. behandling,Behandlet/Direkte til 3. beh.,[15 '2. behandling' '2015-05-21T11:50:25.77'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).",Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev forkastet. For stemte 21 (SF, EL, ALT og NB), imod stemte 89 (S, V, DF, RV, KF og LA), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).,Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.",2019
7115,7190,30,"Forslaget blev vedtaget. For stemte 52 (S, V og LA), imod stemte 50 (DF, RV, SF, EL, KF, ALT og NB), hverken for eller imod stemte 0.",True,,9634,3,206533.0,2019-11-22T09:45:54.243,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget mener, at fremmedkrigere, der deltager i en forræderisk kamp mod danske værdier, bør tage konsekvensen af deres valg og blive væk. Folketinget opfordrer regeringen til at arbejde for, at den, der desværre vender tilbage, skal straffes hårdt og konsekvent.","Om at sikre, at fremmedkrigerne ikke kommer til Danmark.",2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 52 (S, V og LA), imod stemte 50 (DF, RV, SF, EL, KF, ALT og NB), hverken for eller imod stemte 0.,Folketinget mener, at fremmedkrigere, der deltager i en forræderisk kamp mod danske værdier, bør tage konsekvensen af deres valg og blive væk. Folketinget opfordrer regeringen til at arbejde for, at den, der desværre vender tilbage, skal straffes hårdt og konsekvent.,Om at sikre, at fremmedkrigerne ikke kommer til Danmark.",2019
7116,7191,31,"Forslaget blev vedtaget. For stemte 97 (S, V, DF, RV, SF, EL, KF og ALT), imod stemte 5 (NB og LA), hverken for eller imod stemte 0.",True,,9634,1,203913.0,2019-11-21T10:16:50.587,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om valg til menighedsråd. (Valgret til personer under værgemål med fratagelse af den retlige handleevne og tilintetgørelse af valgkort og valglister).,Om valgret ved valg til menighedsråd for personer under værgemål med fratagelse af den retlige handleevne.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 97 (S, V, DF, RV, SF, EL, KF og ALT), imod stemte 5 (NB og LA), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om valg til menighedsråd. (Valgret til personer under værgemål med fratagelse af den retlige handleevne og tilintetgørelse af valgkort og valglister).,Om valgret ved valg til menighedsråd for personer under værgemål med fratagelse af den retlige handleevne.",2019
7117,7192,32,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 1 (Sikandar Siddique (ALT)), hverken for eller imod stemte 0.",True,Ved en fejl stemte Sikandar Siddique (ALT) imod forslaget.,9634,1,203926.0,2019-11-21T10:16:52.327,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om folkekirkens økonomi. (Finansiering af pensionsforpligtelsen vedrørende tjenestemandsansatte kirkefunktionærer og investeringspolitik for pensionsformuen).,Om finansiering af pensionsforpligtelsen vedrørende tjenestemandsansatte kirkefunktionærer og investeringspolitik for pensionsformuen.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 1 (Sikandar Siddique (ALT)), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om folkekirkens økonomi. (Finansiering af pensionsforpligtelsen vedrørende tjenestemandsansatte kirkefunktionærer og investeringspolitik for pensionsformuen).,Om finansiering af pensionsforpligtelsen vedrørende tjenestemandsansatte kirkefunktionærer og investeringspolitik for pensionsformuen.",2019
7118,7193,33,"Forslaget blev vedtaget. For stemte 101 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 3 (NB), hverken for eller imod stemte 0.",True,,9634,1,204095.0,2019-11-21T10:16:54.107,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om anlæg af en ny jernbane over Vestfyn.,Om anlæg af en ny jernbane over Vestfyn.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 101 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 3 (NB), hverken for eller imod stemte 0.,Forslag til lov om anlæg af en ny jernbane over Vestfyn.,Om anlæg af en ny jernbane over Vestfyn.",2019
7119,7194,34,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9634,1,204082.0,2019-11-21T10:16:55.817,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om godkendelse og syn af køretøjer. (Gebyr og tilsyn med toldsyn, øgede beføjelser ved vejsidesyn m.v.).",Om gebyr og tilsyn med toldsyn af køretøjer m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om godkendelse og syn af køretøjer. (Gebyr og tilsyn med toldsyn, øgede beføjelser ved vejsidesyn m.v.).,Om gebyr og tilsyn med toldsyn af køretøjer m.v.",2019
7120,7195,35,"Forslaget blev vedtaget. For stemte 104 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9634,1,204017.0,2019-11-21T10:16:57.557,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).",Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 104 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om social pension, lov om højeste, mellemste, forhøjet almindelig og almindelig førtidspension m.v., lov om aktiv socialpolitik, lov om individuel boligstøtte og ligningsloven. (Lettelse af grænsehindring ved flytning mellem rigsdelene m.v.).,Om lettelse på førtidspensionsområdet af grænsehindring ved flytning mellem rigsdelene m.v.",2019
7121,7196,36,"Forslaget blev vedtaget. For stemte 92 (S, V, RV, SF, EL, KF, ALT og LA), imod stemte 12 (DF og NB), hverken for eller imod stemte 0.",True,,9636,3,206634.0,2019-11-27T09:45:34.9,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Forslag til vedtagelse,Behandling,Behandlet,[10 'Behandling' '2014-10-07T14:16:46.733'],Forslag til vedtagelse,,Vedtaget,"Folketinget byder diskussionen om, hvordan nye teknologier og nye syn på køn og identitet påvirker og udvikler det danske sprog, velkommen. Det er vigtigt kontinuerligt at diskutere og være opmærksom på, hvordan teknologi påvirker samfundet, og hvordan nye tiltaleformer ændrer sproget. 

Folketinget er optaget af at værne om ytringsfrihed og forskningsfrihed på universiteterne og konstaterer, at både ytringsfriheden og forskningsfriheden er beskyttet i gældende lovgivning.

Folketinget konstaterer endvidere, at det ikke vil være hensigtsmæssigt, hvis Folketinget regulerer tiltaleformer m.m. på universiteterne. Det vil kunne modvirke den ønskede sproglige pluralisme samt ytrings- og forskningsfriheden. Universiteterne har kompetencen og de bedste forudsætninger til gennem åben debat at sætte rammerne for, hvordan ansatte og studerende taler til, om og med hinanden. 

Derudover mener Folketinget ikke, at der er behov for yderligere regulering af private aktører i den aktuelle sag.

På den baggrund opfordrer Folketinget regeringen til fortsat at være opmærksom på området.
",Om nysprog.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 92 (S, V, RV, SF, EL, KF, ALT og LA), imod stemte 12 (DF og NB), hverken for eller imod stemte 0.,Folketinget byder diskussionen om, hvordan nye teknologier og nye syn på køn og identitet påvirker og udvikler det danske sprog, velkommen. Det er vigtigt kontinuerligt at diskutere og være opmærksom på, hvordan teknologi påvirker samfundet, og hvordan nye tiltaleformer ændrer sproget. 

Folketinget er optaget af at værne om ytringsfrihed og forskningsfrihed på universiteterne og konstaterer, at både ytringsfriheden og forskningsfriheden er beskyttet i gældende lovgivning.

Folketinget konstaterer endvidere, at det ikke vil være hensigtsmæssigt, hvis Folketinget regulerer tiltaleformer m.m. på universiteterne. Det vil kunne modvirke den ønskede sproglige pluralisme samt ytrings- og forskningsfriheden. Universiteterne har kompetencen og de bedste forudsætninger til gennem åben debat at sætte rammerne for, hvordan ansatte og studerende taler til, om og med hinanden. 

Derudover mener Folketinget ikke, at der er behov for yderligere regulering af private aktører i den aktuelle sag.

På den baggrund opfordrer Folketinget regeringen til fortsat at være opmærksom på området.
,Om nysprog.",2019
7122,7197,37,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 2 (NB), hverken for eller imod stemte 0.",True,,9636,1,204152.0,2019-11-26T14:36:54.563,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om dyrlæger. (Afgift til finansiering af drift af medicinregisteret VetStat m.v.).,Om afgift til finansiering af drift af medicinregisteret VetStat m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 2 (NB), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om dyrlæger. (Afgift til finansiering af drift af medicinregisteret VetStat m.v.).,Om afgift til finansiering af drift af medicinregisteret VetStat m.v.",2019
7123,7198,38,"Forslaget blev vedtaget. For stemte 105 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9636,1,204178.0,2019-11-26T14:36:56.427,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af landbrugsstøtteloven. (Obligatorisk digital kommunikation).,Om obligatorisk digital kommunikation på landbrugsstøtteområdet.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 105 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af landbrugsstøtteloven. (Obligatorisk digital kommunikation).,Om obligatorisk digital kommunikation på landbrugsstøtteområdet.",2019
7124,7199,39,"Forslaget blev vedtaget. For stemte 105 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9636,1,204139.0,2019-11-26T14:36:58.217,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af økologiloven og lov om hold af dyr. (Indførelse af mulighed for rekvireret vejledning).,Om indførelse af mulighed for rekvireret vejledning for økologiloven og for lov om hold af dyr. ,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 105 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af økologiloven og lov om hold af dyr. (Indførelse af mulighed for rekvireret vejledning).,Om indførelse af mulighed for rekvireret vejledning for økologiloven og for lov om hold af dyr. ",2019
7125,7200,40,"Forslaget blev vedtaget. For stemte 104 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 2 (NB), hverken for eller imod stemte 0.",True,,9636,1,204056.0,2019-11-26T14:37:00.13,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om markedsføring. (Opdeling af fysiske og juridiske personer i forbrugerbegrebet, præcisering af bestemmelsen om aggressiv handelspraksis og tilpasning af samtykkekrav m.v.).",Om opdeling af fysiske og juridiske personer i markedsføringslovens forbrugerbegreb m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 104 (S, V, DF, RV, SF, EL, KF, ALT og LA), imod stemte 2 (NB), hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om markedsføring. (Opdeling af fysiske og juridiske personer i forbrugerbegrebet, præcisering af bestemmelsen om aggressiv handelspraksis og tilpasning af samtykkekrav m.v.).,Om opdeling af fysiske og juridiske personer i markedsføringslovens forbrugerbegreb m.v.",2019
7126,7201,41,"Forslaget blev vedtaget. For stemte 100 (S, V, DF, RV, SF, KF, ALT, NB og LA), imod stemte 8 (EL), hverken for eller imod stemte 0.",True,,9636,1,204030.0,2019-11-26T14:37:02.017,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af udbudsloven. (Bortfald af retten til at dokumentere sin pålidelighed, hvis ansøger eller tilbudsgiver er udelukket som følge af endelig dom, præcisering af kravene til indholdet af opfordringer til at afgive tilbud m.v.).",Om gennemførelse af direktiv om udbud.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 100 (S, V, DF, RV, SF, KF, ALT, NB og LA), imod stemte 8 (EL), hverken for eller imod stemte 0.,Forslag til lov om ændring af udbudsloven. (Bortfald af retten til at dokumentere sin pålidelighed, hvis ansøger eller tilbudsgiver er udelukket som følge af endelig dom, præcisering af kravene til indholdet af opfordringer til at afgive tilbud m.v.).,Om gennemførelse af direktiv om udbud.",2019
7127,7202,42,"Forslaget blev vedtaget. For stemte 106 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9636,1,205768.0,2019-11-26T14:37:03.827,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,Eneste behandling,Behandlet/Vedtaget,[56 'Eneste behandling' '2014-10-06T09:24:16.657'],Beslutningsforslag,[14 'B3' '2014-06-24T15:14:09.67'],Eneste behandling/Vedtaget,Betænkning og indstilling vedrørende valg af Folketingets ombudsmand.,Om valg af Folketingets ombudsmand.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 106 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Betænkning og indstilling vedrørende valg af Folketingets ombudsmand.,Om valg af Folketingets ombudsmand.",2019
7128,7203,43,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204191.0,2019-11-28T10:01:43.17,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,Forslag til lov om ændring af lov om social service og ligningsloven. (Styrket behandlingsgaranti for personer med et stofmisbrug m.v.).,Om styrket social behandlingsgaranti for personer med et stofmisbrug m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 103 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om social service og ligningsloven. (Styrket behandlingsgaranti for personer med et stofmisbrug m.v.).,Om styrket social behandlingsgaranti for personer med et stofmisbrug m.v.",2019
7129,7204,44,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204217.0,2019-11-28T10:02:27.527,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om social service. (Afskaffelse af forudgående børnesamtale ved økonomisk støtte til forældremyndighedsindehaveren, afskaffelse af særhandleplaner og afskaffelse af afgørelse om revision af handleplan m.v.).

",Om afskaffelse af forudgående børnesamtale ved økonomisk støtte til forældremyndighedsindehaveren m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om social service. (Afskaffelse af forudgående børnesamtale ved økonomisk støtte til forældremyndighedsindehaveren, afskaffelse af særhandleplaner og afskaffelse af afgørelse om revision af handleplan m.v.).

,Om afskaffelse af forudgående børnesamtale ved økonomisk støtte til forældremyndighedsindehaveren m.v.",2019
7130,7205,45,"Forslaget blev vedtaget. For stemte 101 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204230.0,2019-11-28T10:03:05.697,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om elforsyning, lov om Energinet og lov om fremme af vedvarende energi. (Supplerende regler til forordning om det indre marked for elektricitet, ændrede regler for kabellægning m.v. af eltransmissionsnet samt udløb af støtteordning for elektricitet produceret på decentrale kraft-varme-anlæg med naturgas eller biogas m.v.).",Om supplerende regler til elmarkedsforordningen og udløb af støtteordning for elektricitet produceret på decentrale kraft-varme-anlæg med naturgas.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 101 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om elforsyning, lov om Energinet og lov om fremme af vedvarende energi. (Supplerende regler til forordning om det indre marked for elektricitet, ændrede regler for kabellægning m.v. af eltransmissionsnet samt udløb af støtteordning for elektricitet produceret på decentrale kraft-varme-anlæg med naturgas eller biogas m.v.).,Om supplerende regler til elmarkedsforordningen og udløb af støtteordning for elektricitet produceret på decentrale kraft-varme-anlæg med naturgas.",2019
7131,7206,46,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204204.0,2019-11-28T10:03:44.077,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om naturgasforsyning og lov om Energinet. (Gennemførelse af ændret gasdirektiv, præcisering af transmissionsselskabers ansvar for gasforsyningssikkerhed og præcisering af ekspropriationsadgang for gasinfrastruktur m.v.).",Om gennemførelse af gasdirektivet m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om naturgasforsyning og lov om Energinet. (Gennemførelse af ændret gasdirektiv, præcisering af transmissionsselskabers ansvar for gasforsyningssikkerhed og præcisering af ekspropriationsadgang for gasinfrastruktur m.v.).,Om gennemførelse af gasdirektivet m.v.",2019
7132,7207,47,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204113.0,2019-11-28T10:04:25.49,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om klage- og erstatningsadgang inden for sundhedsvæsenet og sundhedsloven. (Begrænsning af ressourcereglen ved kræftscreeninger, udvidelse af lægemiddelskadeordningen i nød- og beredskabssituationer m.v.).",Om begrænsning af ressourcereglen ved kræftscreeninger m.m.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om klage- og erstatningsadgang inden for sundhedsvæsenet og sundhedsloven. (Begrænsning af ressourcereglen ved kræftscreeninger, udvidelse af lægemiddelskadeordningen i nød- og beredskabssituationer m.v.).,Om begrænsning af ressourcereglen ved kræftscreeninger m.m.",2019
7133,7208,48,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.",True,,9639,1,204126.0,2019-11-28T10:05:14.613,Møde i salen,Under forberedelse,Møde i salen,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,Endelig vedtagelse,3. behandling,Behandlet/Vedtaget,[17 '3. behandling' '2015-04-17T11:36:50.753'],Lovforslag,[13 'Regeringsforslag' '2015-05-27T13:49:30.737'],Stadfæstet,"Forslag til lov om ændring af lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter, sundhedsloven, lov om klage- og erstatningsadgang inden for sundhedsvæsenet og lægemiddelloven. (Styrkelse af borgernes tryghed og tillid til sundhedsforskning samt forbedrede rammer for sundhedsforskning).",Om styrkelse af borgernes tryghed og tillid til sundhedsforskning m.v.,2019-10-01T12:00:00,2020-10-06T12:00:00,samling,"Forslaget blev vedtaget. For stemte 102 (S, V, DF, RV, SF, EL, KF, ALT, NB og LA), imod stemte 0, hverken for eller imod stemte 0.,Forslag til lov om ændring af lov om videnskabsetisk behandling af sundhedsvidenskabelige forskningsprojekter, sundhedsloven, lov om klage- og erstatningsadgang inden for sundhedsvæsenet og lægemiddelloven. (Styrkelse af borgernes tryghed og tillid til sundhedsforskning samt forbedrede rammer for sundhedsforskning).,Om styrkelse af borgernes tryghed og tillid til sundhedsforskning m.v.",2019
